identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
1628;Planétarium de Vaulx-en-Velin;Place de la Nation;69120;vaulx-en-velin;https://www.planetariumvv.com/le-planetarium-lance-la-space-academy-home/;"<p>Un programme d’entraînement d'astronaute à domicile, qui n’a rien à envier à celui de Thomas Pesquet : la SPACE ACADEMY @HOME ! Exercices pour travailler self-control et concentration Parcours sportifs pour améliorer force physique et équilibre Découverte des temps forts de l’exploration spatiale Notions d’astrophysique et histoire de l’Univers Réalisation d’expériences scientifiques Découverte des technologies spatiales, vol et atterrissage… 30 fiches missions à télécharger ! Avec l’Association Française d’Astronomie (AFA), le magazine Espace &amp; Exploration, le magazine Ciel &amp; Espace, le Centre national d’études spatiales (CNES), l’ESA – Agence spatiale européenne, l’association Planète Sciences. #SpaceAcademyAtHome Retrouvez tous les contenus sur au choix : Twitter, Facebook ou Instagram !</p>";;Space Academy @home;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Images, collections numérisées, bases de données,Jeux,Création et pratiques artistiques;Sciences;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;Pas d'adaptation mise en place pour l'instant;45.778049, 4.921221
1629;Musée de la Loire;Place de la Résistance;58200;Cosne-cours-sur-Loire;https://www.youtube.com/channel/UC4Me5G5--os6lGosp-Zs_yA;"<p>Le musée de Loire propose des vidéos sur la pêche dans la Loire, ainsi qu'une collection 1 minute au musée qui présente régulièrement des oeuvres phares du musée.&nbsp;</p>";;Chaîne Youtube Musée de Loire;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques;Éducation artistique et culturelle,Histoire,Musées;Sous-titrage;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;47.368244, 2.904168
1632;Bibliothèque nationale de France;Quai François-Mauriac;75013;Paris;https://gallica.bnf.fr/html/und/litteratures/bande-dessinee;<p>La Cité internationale de la bande dessinée et de l’image (Cibdi) et la Bibliothèque nationale de France mettent en ligne, dans Gallica, des sélections dédiées à la bande dessinée et à son histoire. Quatre types d’accès sont proposés : accès par auteur, accès par série, héros et héroïne, accès par titre de presse, accès thématique. Des origines aux publications de l’immédiat après-guerre, le corpus présente un large panorama de l'histoire de la bande dessinée. Organisé sous forme de frise chronologique, l’accès par auteur permet de découvrir les pionniers du genre, de Rodolphe Töpffer à Winsor McCay, en passant par Christophe, Caran d’Ache, Benjamin Rabier ou Alain Saint-Ogan. L’accès par série invite à la rencontre des héros et héroïnes et des séries qui nous sont aujourd’hui familiers, tels que la famille Fenouillard, Zig et Puce, les Pieds nickelés ou Little Nemo. La possibilité de naviguer par titre de presse permet de resituer ces œuvres dans le contexte de leur première diffusion, mais aussi de consulter de nombreuses histoires et séries à suivre inédites en album et parues dans les revues illustrées du XIXe siècle (Le Chat noir, Le Journal pour rire…), des journaux pour enfants (La Jeunesse illustrée, Benjamin, Junior,…) et dans des quotidiens et hebdomadaires pour adultes (Candide, France-Soir). Enfin, l’accès thématique est dédié aux usagers à la recherche de lectures en lien avec leurs centres d’intérêt : adaptations littéraires, bandes dessinées animalières, histoire de France, aventure, science-fiction, super-héros, voyage, western, ou polar sont par exemple proposés.</p>;;La bande dessinée, des origines à l'après-guerre;Livres;Tous publics;Images, collections numérisées, bases de données;Bande dessinée;Navigation au clavier;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.833194, 2.378216
1643;Réunion des Musées Métropolitains Rouen Normandie;26 bis rue Jean Lecanuet;76000;Rouen;https://my.matterport.com/show/?m=RC5N4XJu85K;<p>Une femme céramiste ? À l’époque impressionniste ? Allons donc. C’est pourtant bien cette figure originale que le Musée de la Céramique révèle dans une exposition inédite, la toute première jamais consacrée à Camille Moreau. Un incroyable talent à découvrir… ! Il s'agit de la peintre et céramiste Camille Moreau-Nélaton (1840-1897), contemporaine de la génération des Monet et Renoir. Artiste amateure, évoluant dans un milieu lettré et féru d'arts, elle a développé pour ses réalisations en terre une production au style personnel fortement teinté de japonisme. Découvrez grâce à cette immersion virtuelle l'exposition actuellement présente au Musée de la céramique de Rouen.</p>;;Exposition virtuelle - Camille Moreau-Nélaton Une femme céramiste au temps des impressionnistes;Expos, musées;Tous publics;Images, collections numérisées, bases de données,Expositions virtuelles;Arts décoratifs, design, métiers d’art,Arts visuels,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;Navigation avec la souris;49.444119, 1.095516
1652;Réunion des Musées Métropolitains Rouen Normandie;26 bis rue Jean Lecanuet;76000;Rouen;https://my.matterport.com/show/?m=52ANESVKRZj;<p>Artiste française installée à Los Angeles depuis plusieurs années et présente dans la collection François Pinault, Claire Tabouret est sortie de l’École des Beaux-Arts de Paris en 2006. Elle poursuit depuis une carrière prolifique, déployant dans son travail de peinture, de dessin et de sculpture une approche figurative dans laquelle le corps est le sujet central. Sa première rencontre avec la peinture, elle la vit à l’âge de 4 ans, devant les Nymphéas de Monet. Elle éprouve dès lors la nécessité de se confronter à cette forme de langage, à la matière picturale, et surtout, à la couleur. De cette découverte de la peinture au travers de l’impressionnisme, elle conserve dans son œuvre la fluidité d’un travail par couches transparentes et une recherche permanente sur la vibration des tons. Mais que signifie peindre aujourd’hui ? Car il y a la confrontation inévitable à toute une histoire de la peinture, à une technique très ancienne, contraignante. Pour Claire Tabouret, cette charge constitue un paradoxe : elle lui confère en réalité un espace de liberté, de lâcher prise, un lieu où se déploie le geste instinctif. Solitaire dans son grand atelier retiré du monde, elle absorbe le flux de notre monde agité pour le laisser refluer sur ses toiles. Habité d’une énigmatique étrangeté, son univers est celui d’un temps en suspension, peuplé d’êtres à la présence sensuelle indéniable. Dans cette atmosphère incertaine, il se joue quelque chose d’invisible, qui met le regardeur face à ses propres incertitudes.</p>;;Exposition virtuelle - Claire Tabouret;Expos, musées;Tous publics;Expositions virtuelles;Arts visuels,Musées,Peinture;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;Navigation avec la souris;49.444119, 1.095516
1659;Louvre-Lens;99 Rue Paul Bert;62300;Lens;https://www.louvrelens.fr/mon-louvre-lens/;<p>Mon Louvre-Lens Vivez l'expérience du musée à la maison Pendant le confinement, vous avez été nombreux à suivre le blog des médiateurs « Le Louvre-Lens à la maison » pour réaliser des ateliers artistiques chez vous, en famille. Désormais appelé « Mon Louvre-Lens », il est maintenant disponible sur le site du musée. Seul ou avec vos enfants, vivez des moments créatifs et ludiques grâce à une série d’activités à faire à la maison. Partagez vos créations et votre expérience sur cette page collaborative !</p>;;Mon Louvre-Lens;Jeux;Tous publics;Jeux,Création et pratiques artistiques;Éducation artistique et culturelle;Navigation au clavier;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;50.432115, 2.80542
1670;Louvre-Lens;99 rue Paul Bert;62300;Lens;https://cutt.ly/PgFjg0K;"<p>Le Scribe accroupi vous invite à le suivre le temps d'une visite guidée de ""Soleils noirs"" avec Marie Lavandier, directrice du Louvre-Lens et co-commissaire de l'exposition. Passionnant !</p>";;"Visite privée ""Soleils noirs"" - Le Scribe accroupi";Expos, musées;Tous publics;Expositions virtuelles;Éducation artistique et culturelle;Navigation au clavier;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;50.432115, 2.80542
1693;L'Office Artistique de la Région Nouvelle-Aquitaine;Parvis Corto Maltese  - Quai de Paludate;33000;Bordeaux;https://www.youtube.com/channel/UCiHz0ukj5VJAOtkwfbjElvQ;<p>L'OARA propose des captations vidéo de spectacles ainsi que des formats courts ACTION / CRÉATION pour présenter les résidences des compagnies.</p>;;Captations en livestream de spectacles vivants en résidence à la MECA - Bordeaux;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Arts du cirque, arts de la rue,Danse,Musique, concerts et opéras,Théâtre, Spectacles;Sous-titrage (ST);Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;44.828107, -0.551026
1700;Maison Européenne de la photographie (MEP);5/7 rue de Fourcy;75004;Paris;https://www.mep-fr.org/la-mep-en-ligne/;<p>Découvrez nos collections à travers vidéos, podcasts et photos décrypté et explorez les thématiques de nos expositions temporaires en visionnant des vidéos d’artistes, des performances vidéo ou en écoutant des rencontres avec des photographes.</p>;;La MEP en ligne;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé;Photographie;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;48.854893, 2.359078
1707;Bibliothèque d'agglomération du Pays de Saint - omer;40 rue Gambetta;62500;Saint-omer;https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/;<p>Bibliothèque numérique : regroupant les collections numérisées d'archives et de livres anciens conservées par les services d'archives anciennes et fonds patrimoniaux de la communauté d'agglomération du pays de Saint- Omer.</p>;;Bibliothèque numérique;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Archives,Littérature, sciences humaines, langues;Navigation au clavier;Toute une vie ne suffit pas;Accès permanent;Collectivité territoriale;;;;50.747628, 2.257683
1711;La Monnaie de Paris;11 quai de Conti;75006;Paris;https://www.monnaiedeparis.fr/fr/activites-et-visites/la-monnaie-depuis-chez-vous;<p>La page ressource « La Monnaie depuis chez vous » a été créée pendant le confinement pour accompagner les publics par la mise à disposition d'un ensemble de contenus variés. Vous y trouverez les visites virtuelles du musée de la Monnaie de Paris, des expositions, des salons historiques ou des cours extérieures, mais aussi des animations pour les publics famille comprenant des livret-jeux, des coloriages, des tutos et activités créatives à faire ensemble. Un ensemble de vidéo est également mis à disposition. Elles présentent l’histoire et les savoir faire de la Monnaie de Paris avec notamment un ensemble d'interviews de nos artisans partageant leur parcours et les spécificités de leurs métiers.</p>;;La Monnaie depuis chez vous;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Images, collections numérisées, bases de données,Expositions virtuelles;Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Éducation artistique et culturelle,Histoire,Littérature, sciences humaines, langues,Musées;Sous-titrage;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.856746, 2.3392
1774;LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut;1 allée du Musée;59650;Villeneuve d'Ascq;https://www.youtube.com/c/MuseeLaMLilleMetropole;<p>Retrouvez le LaM sur YouTube avec des interviews d'artistes, de conservateurs et de commissaires d'exposition, des making-of et des décryptages d'œuvres !</p>;;La chaîne du LaM;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Création et pratiques artistiques;Arts visuels,Éducation artistique et culturelle,Musées,Peinture,Sculpture;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;50.643651, 3.164996
1820;Angers Nantes Opéra;3, rue Louis de Romain;49100;Angers;https://www.youtube.com/playlist?list=PLGM5vfRL4hqihQD7dvWyHcGRE8Ot-pb5X;<p>Découvrez notre websérie <em>Iphigénie à l'Opéra : on vous dit tout</em>, 15 courts épisodes pour plonger dans les coulisses d'Angers Nantes Opéra !</p>;;websérie Iphigénie à l'Opéra : on vous dit tout;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;47.470691, -0.55283
1823;Fonds régional d'art contemporain - Centre-Val de Loire;88 rue du Colombier, entrée boulevard Rocheplatte;45000;Orléans;https://www.frac-centre.fr/ressources/entretiens-53.html;"<p>Découvrez des interviews d'artistes, architectes, commissaires d'exposition, etc. mais également des focus vidéo sur des oeuvres de la collection du Frac, ou encore des parcours thématiques en ligne.&nbsp;</p>";;Le Frac Centre en ligne;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Architecture et patrimoine,Arts numériques,Arts visuels;Sous-titrage;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;47.905606, 1.897927
1833;Musée d'art et d'histoire;Place du Champ de Mars;50000;Saint-Lô;http://apparttemoin.saint-lo.fr/?fbclid=IwAR1TS_Qu-YmrswnXVQ96L05m9JilUqJGNtDE1j2EJmmIE5t5hLyDmeFkUVw;<p>Un appartement témoin des années 50 a été mis en place pour faire découvrir le riche patrimoine de la Reconstruction à Saint-Lô. Cet appartement éphémère a, par la suite, été transposé dans le parcours du musée d'art et d'histoire.</p>;;Appartement témoin des années 50;Approfondir ses connaissances;Tous publics;Expositions virtuelles;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;49.116245, -1.087258
1840;RMN-Grand Palais;254-256 rue de Bercy;75012;Paris;https://www.grandpalais.fr/fr/article/le-grand-palais-vous-accompagne-pour-mettre-de-lart-dans-vos-journees;"<p>Avec ""Grand Palais pour tous"", découvrez chaque semaine des contenus variés en ligne pour profiter du Grand Palais pendant sa fermeture et de toutes nos ressources en histoire de l'art !</p>";;Grand Palais pour tous;Expos, musées;Tous publics;Ressources pédagogiques,Expositions virtuelles;Arts visuels,Audiovisuel,Éducation artistique et culturelle,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.847759, 2.368258
1847;Musée Saint-Raymond;1 ter place Saint-Sernin;31000;Toulouse;https://storage.net-fs.com/hosting/6288905/1/index.htm;<p>Le 1600e anniversaire de l’installation des Wisigoths à Toulouse est une belle occasion pour le musée Saint-Raymond, musée d’Archéologie de Toulouse, de présenter au public une part de son histoire qu’il méconnaît bien souvent, en centrant le propos de cette exposition sur la capitale Tolosa et son territoire au Ve siècle. Le musée étant fermé jusqu’à nouvel ordre, nous proposons de découvrir l’exposition grâce à une visite virtuelle réalisée.</p>;;Visite virtuelle de l'exposition Wisigoths. Rois de Toulouse;Expos, musées;Parents / Éducateurs;Expositions virtuelles;Archéologie,Histoire;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;43.607964, 1.440742
1872;Centre national du livre;53 rue de Verneuil;75007;Paris;https://soundcloud.com/user-997613226/sets/la-bibliotheque-sonore-du-cnl;<p>Avec sa nouvelle chaîne audio en ligne, le CNL propose des lectures d’extraits courts de livres qu’il a soutenus. Invitation à la découverte, chaque podcast est une création originale qui valorise la diversité éditoriale, les œuvres et les auteurs, pour donner envie de lire. Avec cette nouvelle initiative, le CNL souhaite offrir une nouvelle manière de vivre et de découvrir les ouvrages qu’il soutient.</p>;;La bibliothèque sonore du CNL;Livres;Tous publics;Audio, radio, podcasts;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.858684, 2.32665
1884;lille—design;rue de l'Union;59200;Tourcoing;https://www.lille-design.com/fr/actus-evenements/evenements/expo-passe-present-memoire-industrielle;<p>L’histoire industrielle du territoire, transcendée par des designers contemporains : l’exposition « Passé présent – Mémoire industrielle » au Fresnoy, Tourcoing. En parallèle de l’exposition « Panorama 22 – Les sentinelles », le rendez-vous annuel de la création au Fresnoy. Une histoire industrielle régionale forte confrontée à des regards actuels de designers, tel est le propos de l’exposition. Ce projet vise à promouvoir le territoire des Hauts-de-France et ses savoir-faire. Il met en exergue la valeur ajoutée du design au coeur de l’entreprise, son ouverture vers l’innovation, la différenciation, la compétitivité. Des entreprises emblématiques et reconnues pour leur savoir-faire exceptionnel, sont associées à des designers, sous le regard d’Alain Fleischer, cinéaste, pour documenter ces collaborations.</p>;;Passé Présent, mémoire industrielle;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Arts décoratifs, design, métiers d’art;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;50.709224, 3.17212
1924;Archives Nice Côte d'Azur;9 avenue de Fabron;06200;Nice;https://archives.nicecotedazur.org/dossier_pedagogique/;"<p>3&nbsp;dossiers pédagogiques à l’intention des enseignants : Epidémies et maladies contagieuses à Nice du Moyen-âge à nos jours, Correspondances de Poilus, La révolution des transports à Nice.&nbsp;</p>";;Dossiers pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Archives;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.687892, 7.236657
1929;Musée de Lons-le-Saunier;Place Philibert-de-Chalon;39000;Lons-le-Saunier;https://www.lonslesaunier.fr/les-musees/le-service-des-publics/;<p>Les médiatrices du musée ont conçu des activités à faire à la maison, en famille, à l’aide de fiches/tutos téléchargeables autour de quatre thèmes : la fibule antique, l'herbier, l'invention de la poterie et la mosaïque. Vous voyagerez ainsi à travers différentes époques !</p>;Primaire;Activités pour toute la famille;Jeux;Enfants;Jeux,Création et pratiques artistiques;Archéologie,Sciences;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;46.675861, 5.553907
1956;Musée de la Camargue - Parc naturel régional de Camargue;Mas du Pont de Rousty;13200;Arles;https://www.youtube.com/channel/UC1FMHPf7jW_vsclJyU_mSvg/videos;"<p>Garant de la mission culturelle du Parc naturel régional de Camargue, le Musée de la Camargue exprime la relation entre l'homme et la nature en Camargue.&nbsp;Une invitation à voyager dans l’espace et le temps en Camargue… dès que le Musée de la Camargue rouvrira ses portes et jusqu’au 20 juin 2021.</p>";;Le musée de la Camargue en vidéo;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé,Expositions virtuelles;Arts visuels,Musées;Facile à lire et à comprendre (FALC);Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;43.570573, 4.745928
2013;Labex Les passés dans le présent;200 avenue de la République;92001;Nanterre Cedex;https://impressionnisme-recherche.net/;<p>Depuis quelques années, le mouvement impressionniste est au cœur de l’actualité des chercheurs, des musées et du grand public. L’enjeu de ce programme de recherche international est d’adopter une perspective interdisciplinaire, propre à réunir les grands experts internationaux et à refléter le dynamisme de la recherche française sur ce mouvement dans le but de faire avancer et de promouvoir la connaissance de l’impressionnisme. L’ambition est de faire rayonner la recherche auprès d’un public le plus large possible. Ce site internet et sa partie « Actualités et ressources » en sont un des outils. Les communications du colloque international numérique organisé du 9 au 13 novembre 2020 sont également en accès libre dans la rubrique « Colloque ».</p>;;Collectionner l'impressionnisme - Programme de Recherche international;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Ressources pédagogiques;Histoire,Musées,Peinture;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.903003, 2.209615
2030;Archives départementales de la Vendée;14 rue Haxo;85000;La Roche-sur-Yon;http://www.archives.vendee.fr/Clefs-pour-la-recherche/Portail-communal;<p>Choisissez une commune et accédez aux principaux fonds numérisés, aux archives historiques et aux dictionnaires historiques de la Vendée</p>;;Les archives des communes vendéennes;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Archives,Histoire;;Toute une vie ne suffit pas;Accès permanent;Collectivité territoriale;;;;46.668618, -1.428296
2108;L'Onde Porteuse;7-9 Place Maréchal Fayolle;63000;Clermont-Ferrand;https://podcast.ausha.co/cartels;<p>De l’art, un mot, un face à face ! Avec érudition mais sans jamais aucune lourdeur, le critique d’art et directeur du FRAC Auvergne Jean-Charles Vergne croise les influences, convoque les artistes - classiques, pop, ou contemporains - et finit par transformer chacune des œuvres d’art qu’il nous fait croiser en miroir. Cartels est produit et édité par l’association l’Onde Porteuse, dans la perspective du lancement, en 2020, de la radio Le Chantier. Ce programme, offrant un regard original sur notre rapport à l’art, est le premier d’une longue série de podcasts destinés à rejoindre en temps utile la grille de programme de cette radio unique en son genre. Cartels est disponible sur toutes les plateformes d’écoute et sur www.lechantier.radio. Production : Le Chantier / L’Onde Porteuse Auteur : Jean-Charles Vergne Réalisation, mixage et design sonore : Benoît Bouscarel Présentation : Lolita Barse</p>;;Cartels;Audios;Parents / Éducateurs;Audio, radio, podcasts;Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Arts numériques,Arts visuels,Cinéma,Danse,Éducation artistique et culturelle,Littérature, sciences humaines, langues,Peinture,Photographie,Sculpture,Théâtre, Spectacles;;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;45.781097, 3.079156
2118;Association Jets d'encre;23 rue Dagorno;75012;Paris;http://www.jetsdencre.asso.fr/boite-a-outils/outils-pedagogiques/;<p>L’association Jets d’encre édite et recense des ressources sur les thématiques de la presse d’initiative jeune ainsi et de l’éducation aux médias et à l’information. Ces activités pédagogiques, en libre accès sur cette page, sont co-construites par et pour les actuels et futurs journalistes jeunes ainsi que les accompagnateurs de projets de médias jeunes. Ces outils « clés en main » sont adaptables en fonction de l’âge et de l’expérience des participants.</p>;Collège|Lycée;Boîte à outils - créer son média;Approfondir ses connaissances;Enfants;Jeux;Éducation aux médias;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.842589, 2.400409
2149;CAUE de Paris;7 rue D'Agrippa d'Aubigné;75004;75004 Paris;https://www.caue75.fr/ressources/podcasts/paris-fait-paris-le-podcast/paris-fait-paris-un-an-de-podcasts-darchitecture;"<p>Paris fait Paris : Un an de podcasts d'architecture.<br />Visites sonores en immersion dans les chantiers des équipements publics de Paris. Depuis novembre 2017, dans le cadre de PARIS fait PARIS, des podcasts sont produits à partir de visites des chantiers d'équipements publics parisiens, par l'équipe de Tema.archi, en partenariat avec la Direction Constructions Publiques et Architecture de la Ville de Paris et le CAUE de Paris. En une vingtaine de minutes, ils vous font entrer dans les coulisses des chantiers qui vous entourent. L'architecte et les principaux intervenants du chantier vous racontent les grandes lignes et les petites histoires de l'ouvrage.</p>";;Podcast d'architecture;Audios;Tous publics;Audio, radio, podcasts;Architecture et patrimoine;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;48.850315, 2.362374
2176;Fonds régional d'art contemporain Bretagne;19 avenue André Mussat;35000;Rennes;https://www.fracbretagne.fr/fr/livreurs-d-art/;<p>Derrière le colis, il y a quelqu’un qui pédale ferme ! Et si c’était de l’art, et sans boîte ? L’équipe du Frac Bretagne se mobilise en ligne pour partager the best of the best de la collection et des expositions. Triple salto arrière de passionnants récits d’œuvres pour les adolescents et les adultes, d’activités rigolotes et apaisantes pour les enfants. Suivez le Frac Bretagne sur les réseaux sociaux, vous aurez rendez-vous avec Zoom Zoom (zang) chaque lundi, les Petits potes du Frac chaque mercredi, ! Oh cet écho ! chaque vendredi, et la BO de l’œuvre, quand il fait beau et que les oiseaux chantent.</p>;;Livreurs d'art;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Expositions virtuelles;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.130701, -1.695711
2188;Musée d'Art Moderne et d'Art Contemporain de Nice (MAMAC);Place Yves Klein;06364;Nice;https://soundcloud.com/tableau-a-grande-vitesse;"<p>À mi-chemin entre vulgarisation et divertissement, ce podcast propose aux auditeurs de leur faire (re)découvrir des artistes et leurs univers de manière atypique. ""Tableau à Grande&nbsp;Vitesse""&nbsp;est une &nbsp;fiction audio qui propose un voyage hors-cadre en Histoire de l'Art ; un monde extraordinaire où les mouvements artistiques sont des continents, les artistes des pays et leurs œuvres des paysages. Ce podcast a pour but de rendre accessible l'Art et son histoire par une approche poétique. Il met aussi en valeur les artistes de la collection du MAMAC.&nbsp;Le Royaume de Klein,&nbsp;le Warhol State&nbsp;ou encore&nbsp;la République indépendante de Saint Phalle&nbsp;sont par exemple trois destinations que ce voyage nous propose. Si le public ne peut plus aller au musée, alors le musée peut venir à lui. Prenez place à bord du Tableau à Grande Vitesse, le train va partir.</p>";;Tableau à Grande Vitesse;Expos, musées;Tous publics;Audio, radio, podcasts;Arts visuels,Audiovisuel,Éducation artistique et culturelle,Musées,Peinture;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;43.701438, 7.278525
2235;Pocket Jeunesse;92 avenue de France;75013;Paris;https://podcast.ausha.co/12-minutes-avec-pkj;<p>Pocket Jeunesse vous donne rendez-vous tous les mois dans « 12 minutes avec PKJ ». Un programme avec des invités, des échanges autour de romans ainsi qu’une immersion dans les coulisses des éditions.</p>;;12 minutes avec PKJ;Audios;Tous publics;Audio, radio, podcasts;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;48.829445, 2.378131
2254;Portail FranceArchives;11 rue des Quatre-Fils;75003;Paris;https://francearchives.fr/fr/article/26288084;"<p>Les pratiques collaboratives, en anglais crowdsourcing, permettent aux internautes de participer à la valorisation des archives et de faciliter les recherches en ajoutant de l’information aux ressources numérisées et mises en ligne. Elles prennent des formes variées&nbsp;: relevé nominatif de sources généalogiques, identification de photographies, dictionnaires collaboratifs. Découvrez la liste des propositions et des services d’archives concernés, qui se renouvellent régulièrement. Venez apporter votre pierre à l’édifice du savoir&nbsp;!</p>";;Contribuez à enrichir les archives en ligne;Partager ses passions;Parents / Éducateurs;Images, collections numérisées, bases de données;Archives;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.860442, 2.359621
2257;Centre national du costume de scène;CNCS - Quartier Villars, route de Montilly;03000;Moulins;https://artsandculture.google.com/partner/centre-national-du-costume-de-sc%C3%A8ne;<p>Découvrez les précédentes expositions du Centre national du costume de scène à travers la plateforme Google Arts And Culture</p>;;Les collections du CNCS sur la plateforme Google Arts and Culture;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Danse,Histoire,Mode,Musées,Musique, concerts et opéras,Théâtre, Spectacles;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;46.565557, 3.315925
2269;Université fédérale Toulouse Midi-Pyrénées;41 allées Jules Guesde;31400;Toulouse;https://exploreur.univ-toulouse.fr/le-7eme-continent-images-et-realites;<p>Que retiennent les lycéens de ce que qu’ils voient et entendent dans les médias ? Environnement, Santé, Intelligence Artificielle : le podcast AU CRIBLE DE LA SCIENCE décrypte l’actualité vue par les lycéens, avec l’aide de deux scientifiques invités. Prêt à stimuler votre esprit critique ? Dans ce premier épisode, les élèves de terminale des lycées Toulouse Lautrec et Stéphane Hessel à Toulouse interrogent les représentations du 7ème continent dans les médias. Invisible mais pourtant largement illustré en images, lointain mais pourtant bien connu du grand public, que savons-nous réellement de ce continent de plastique ? Entre images et réalités, décryptage avec la chimiste chercheuse et coordinatrice scientifique du programme « Expédition 7ème continent », Alexandra Ter Halle, et Andréas Eriksson, spécialiste en psychologie et communication environnementale.</p>;;Au crible de la science - podcast;Audios;Tous publics;Audio, radio, podcasts;Éducation aux médias,Sciences;Facile à lire et à comprendre (FALC);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.595006, 1.451314
