nom_du_jardin;code_postal;region;departement;adresse_complete;adresse_de_l_entree_du_public;numero_et_libelle_de_la_voie;complement_d_adresse;commune;code_insee;code_insee_departement;code_insee_region;latitude;longitude;site_internet_et_autres_liens;types;annee_d_obtention;description;auteur_nom_de_l_illustre;identifiant_deps;identifiant_origine;accessible_au_public;conditions_d_ouverture;equipement_precision;date_de_creation;date_de_maj;coordonnees_geographiques
Jardins du Pays d'Auge;14340;Normandie;Calvados;Avenue des Tilleuls, 14340 Cambremer, France;Avenue des Tilleuls, 14340 Cambremer, France;Avenue des Tilleuls;;Cambremer;14033;14;28.0;49.146864;0.045605;"[""http://www.lesjardinsdupaysdauge.com""]";Parc paysager,Jardin contemporain,Jardin vivrier,Jardin privé;2021;Des jardins à thème entourent une ferme du XVIIe siècle. La chapelle et ses trois oratoires. Les bâtiments à pans de bois ponctuant les jardins à thèmes, le cloître, chambre symbolique orné en son centre d'une fontaine, les salons de jardin, les statues.;;;;[];[];;2022-09-14 17:41:29;2022-09-14 17:45:32;49.146864, 0.045605
Parc et jardins du château du Lude;72800;Pays de la Loire;Sarthe;2 Pl. François de Nicolay, 72800 Le Lude, France;2 Pl. François de Nicolay, 72800 Le Lude, France;2 Pl. François de Nicolay;;Le Lude;72176;72;52.0;47.64695;0.15662;"[""http://www.lelude.com"", ""https://www.facebook.com/chateaudulude"", ""https://www.instagram.com/chateaudulude/"", ""https://www.youtube.com/channel/UCZa4XPr_DE37ogRde4q3AiA""]";Jardin régulier,Parc paysager,Jardin privé;2004;Une longue terrasse domine, depuis la Renaissance, le jardins bas, le parc agricole, aux bouquets d'arbres centenaires, puis les jardins réguliers, dessinés par Édouard André en 1880. On lui doit aussi le jardin romantique de la Source et le potager avec les serres et l'orangerie, toujours en usage aujourd'hui. A voir également, serti dans les murailles médiévales, le Jardin de l’Éperon intégrant une collection de roses dont les roses-thé chinoises et un labyrinthe de buis.;;JARD_72176_0001;MHR_52_JR0013;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:28:12;47.64695, 0.15662
Jardin d'eau de l’Aubepré;54115;Grand Est;Meurthe-et-Moselle;3 Rue Saint-Florentin, 54115 Gélaucourt, France;3 Rue Saint-Florentin, 54115 Gélaucourt, France;3 Rue Saint-Florentin;;Gélaucourt;54218;54;44.0;48.454498;5.989715;"[""https://www.parcsetjardins.fr/jardins/1441-jardin-d-eau-de-l-aubepre""]";Jardin contemporain,Jardin de collection,Jardin public;2011;Le jardin d'eau de 8000 m2 constitue un patrimoine paysager unique, labellisé Jardin Remarquable. Créé en 1999 par Michel Capdevielle, Lionel Gonzalez et Raphaël Arnoult, il offre une large variété d'arbres, arbustes, vivaces et essences botaniques intégrée dans un environnement végétal naturel et regroupe une estimable collection de plantes de milieux humides habilement mise en scène.;;JARD_54218_0001;MHR_44_JR0034;[];[];;2020-12-11 13:16:57;2022-07-22 10:27:57;48.454498, 5.989715
Parc et jardin du château de Bournel;25680;Bourgogne-Franche-Comté;Doubs;Domaine de Bournel Route du Château de Bournel, 25680 Cubry, France;Domaine de Bournel Route du Château de Bournel, 25680 Cubry, France;Domaine de Bournel Route du Château de Bournel;;Cubry;25182;25;27.0;47.487153;6.414818;"[""http://www.bournel.com""]";Jardin régulier,Parc paysager,Jardin vivrier,Jardin privé;2011;Dans un immense parc aux essences rares (fin du XIXe siècle), s’inscrit sur 7 hectares, la terrasse du château où prennent place un jardin régulier à la française délimité par des allées de buis, une grande charmille et un jardin potager qui a gardé toute ses structures essentielles : bassins, allées couvertes d’arbres fruitiers en espalier, gloriettes, grotte et serre. Collection de pivoines et roses anciennes.;;JARD_25182_0001;MHR_27_JR0017;[];[];monument historique;;2022-07-22 10:28:17;47.487153, 6.414818
Jardins de la Pellerine;53220;Pays de la Loire;Mayenne;La Larderie, 53220 La Pellerine;La Larderie, 53220 La Pellerine, France;La Larderie;;La Pellerine;53126;53;52.0;48.317527942799;-1.0410157883536;"[""http://lejardindelapellerine.simplesite.com/""]";Parc paysager,Jardin contemporain,Jardin de collection,Jardin privé;2004;Jardin intimiste et exubérant, composé d’une succession de chambres de verdure qui accueillent un foisonnement de plantes vivaces, rosiers anciens et arbustes rares.;;JARD_53177_0001;MHR_52_JR0007;"[""ouvert""]";"[""saisonnière"", ""de jour""]";;;2022-12-16 16:47:29;48.317527942799, -1.0410157883536
Jardins du prieuré de Laverré;86340;Nouvelle-Aquitaine;Vienne;15 Rte du Prieure, 86340 Aslonnes, France;15 Rte du Prieure, 86340 Aslonnes, France;15 Rte du Prieure;;Aslonnes;86010;86;75.0;46.469469;0.315617;[];Jardin régulier,Jardin contemporain,Jardin vivrier,Jardin privé;2004;Ce jardin, constitué de plantes anciennes et de buis, est traité à la façon du XVIIe siècle avec la sobriété des jardins des moines. Les douves en eau et les ruisseaux contribuent au charme des lieux. La visite se poursuit dans la roseraie plantée de roses anciennes ou très rares.;;JARD_86010_0001;MHR_75_JR0004;[];[];monument historique;2020-06-08 09:23:00;2022-07-22 10:28:03;46.469469, 0.315617
Jardin du Temps;68110;Grand Est;Haut-Rhin;81 Rue des Vosges, 68110 Illzach, France;81 Rue des Vosges, 68110 Illzach, France;81 Rue des Vosges;;Illzach;68154;68;44.0;47.779278;7.358047;"[""http://www.jardins-du-temps.fr/""]";Jardin contemporain,Jardin privé;2012;"Jardins créés en 2005, sur 2 hectares. Dans nos jardins se succèdent différentes scènes telles les ""paysages aquatiques"" et ""la forêt enchantée"". L’originalité de ce jardin réside dans son caractère naturaliste : agencement en masse de vivaces et de graminées à caractère sauvage. Œuvres artistiques et anachroniques, cabanes originales et sentier pieds nus participent à la magie des lieux.";;JARD_68154_0001;MHR_44_JR0013;[];[];;2020-12-11 13:16:28;2022-10-07 22:19:21;47.779278, 7.358047
Domaine d'Orvès;83160;Provence-Alpes-Côte d'Azur;Var;Remarquable du Domaine d'Orvès Garden, 71 Av. de la Libération, 83160 La Valette-du-Var, France;Remarquable du Domaine d'Orvès Garden, 71 Av. de la Libération, 83160 La Valette-du-Var, France;Remarquable du Domaine d'Orvès Garden;;La Valette-du-Var;83144;83;93.0;43.143966746803;5.9895863480864;"[""http://www.domainedorves.fr""]";Jardin régulier,Jardin privé;2005;"Jardin ""à la française"" et parc ""à l’anglaise"" sur 8 hectares. Bastide provençale fin XVIIe siècle Statuaire, chapelle, plan d’eau.";;JARD_83144_0001;MHR_93_JR0033;[];[];monument historique;import;2020-06-08 09:24:00;43.143966746803, 5.9895863480864
Jardin Jacques Prévert;50440;Normandie;Manche;2 La Vallée, 50440 La Hague, France;2 La Vallée, 50440 La Hague, France;2 La Vallée;;La Hague;50041;50;28.0;49.708391;-1.899999;"[""https://www.parcsetjardins.fr/jardins/88-jardins-en-hommage-a-jacques-prevert""]";Jardin privé;2004;Jardin naturel, rivière. Poèmes de Jacques Prévert. sculptures modernes;;JARD_50041_0003;MHR_28_JR0012;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:16;49.708391, -1.899999
Le Bois Marquis;38150;Auvergne-Rhône-Alpes;Isère;7 Rue des Contancines, 38150 Vernioz, France;7 Rue des Contancines, 38150 Vernioz, France;7 Rue des Contancines;;Vernioz;38536;38;84.0;45.428315;4.88034;"[""http://www.lejardinduboismarquis.com""]";Parc paysager,Jardin contemporain,Jardin de collection,Jardin privé;2011;Jardin privé de 5,5 hectares créé en 1980, à tonalité anglaise, arboretum (hêtres de Dawyck, érables à peau de serpent, bouleaux et prunus serrula, chênes, érables japonais...) et massifs privilégiant les écorces et feuillages vifs ou spectaculaires. Deux étangs abritent des canards d'ornement. Ouvert toute l'année et sur RV pour les VG.;;JARD_38536_0001;MHR_84_JR0026;[];[];;2020-06-08 09:25:00;2022-07-22 10:27:55;45.428315, 4.88034
Jardins du château de Poncé;72340;Pays de la Loire;Sarthe;8 Rue des Coteaux, 72340 Loir en Vallée, France;8 Rue des Coteaux, 72340 Loir en Vallée, France;8 Rue des Coteaux;;Loir en Vallée;72262;72;52.0;47.762906;0.662011;"[""http://www.chateaudeponce.com"", ""https://www.instagram.com/chateaudeponce/""]";Jardin régulier,Jardin privé;2004;Au pied d'une falaise de tuffeau, l'ensemble harmonieux du château Renaissance et du jardin régulier, précède un labyrinthe de charmilles autour d'un platane multiséculaire. Une muraille néogothique surplombe un jardin à l'italienne, plus intimiste créé en 1930.;;JARD_72262_0001;MHR_52_JR0012;[];[];monument historique;2020-12-11 13:14:04;2022-07-22 10:28:11;47.762906, 0.662011
Jardins d'eau de Saint-Rome;24200;Nouvelle-Aquitaine;Dordogne;176 Rte de Saint-Rome, 24200 Carsac-Aillac, France;176 Rte de Saint-Rome, 24200 Carsac-Aillac, France;176 Rte de Saint-Rome;;Carsac-Aillac;24082;24;75.0;44.828173;1.276764;"[""http://www.jardinsdeau.com/"", ""https://www.facebook.com/Les-Jardins-dEau-de-Carsac-1542108492727627/""]";Jardin contemporain,Jardin de collection,Jardin privé;2012;Jardins en terrasses sur la Dordogne mettant en scène des collections de nymphéas et plantes aquatiques.;;JARD_24082_0001;MHR_75_JR0008;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:04;44.828173, 1.276764
Les jardins d'Étretat;76790;Normandie;Seine-Maritime;7 Rue Jules Gerbeau, 76790 Étretat, France;7 Rue Jules Gerbeau, 76790 Étretat, France;7 Rue Jules Gerbeau;;Étretat;76254;76;28.0;49.709991;0.207755;"[""http://www.lesjardinsdetretat.fr/"", ""https://www.facebook.com/lesjardinsdetretat/"", ""https://www.instagram.com/les_jardins_d_etretat/""]";Jardin régulier,Jardin contemporain,Jardin privé;2019;Les Jardins d'Étretat sont un lieu unique sur la Falaise d'Amont où l'art contemporain, l'architecture et le paysage dialoguent en toute poésie. Offrant une vue exceptionnelle sur l'Aiguille et sur la vieille ville d'Étretat, ils sont l'oeuvre de l'architecte paysagiste Alexandre Grivko du cabinet IL NATURE. Les sculptures végétales créées reproduisent le littoral d' Étretat, ses falaises...ou ses coquillages. Elles sont des tableaux de verdure aux étendues infinies s'avançant vers la mer, tels des écrins pour les oeuvres d'art qui s'y exposent.;;JARD_76254_0001;MHR_28_JR0045;"[""ouvert""]";"[""de jour""]";;;2022-12-20 16:13:59;49.709991, 0.207755
Bambous en Provence;13630;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;591 Chem. du Mas Petite Crau, 13630 Eyragues, France;591 Chem. du Mas Petite Crau, 13630 Eyragues, France;591 Chem. du Mas Petite Crau;;Eyragues;13036;13;93.0;43.83769;4.872176;"[""http://www.bambous-en-provence.com"", ""https://www.facebook.com/bambousenprovence/""]";Jardin contemporain,Jardin de collection,Jardin privé;2019;En 2003, Bernard Le Neindre, passionné de jardin, décide de créer un jardin de bambous à Eyragues en Provence, avec comme objectif principal d’agir en faveur du développement durable. Le jardin Bambous en Provence est installé sur 5,5 hectares. Cette plantation constitue un espace au devenir très prometteur, grâce à la croissance remarquable des plantes sur un terrain de qualité, naturellement irrigué et sous un climat exceptionnellement favorable, permettant ainsi d’expérimenter de nouvelles espèces subtropicales. Ce jardin a été conçu pour être une illustration vivante des options essentielles de développement durable, c’est à dire la prise en compte de la terre (protection contre les agressions chimiques, régénération des terres appauvries ou dégradées, reconstitution de l’humus..), de l’air (réduction des pollutions, régénération de l’air pollué,…), de l’énergie solaire (préparer la raréfaction des sources d’énergies) et de l’eau (éviter le gaspillage, les consommations excessives et la pollution).;;JARD_13036_0001;MHR_93_JR0046;"[""ouvert""]";"[""de jour""]";;2020-09-15 18:15:00;2022-12-21 12:47:08;43.83769, 4.872176
Jardin de la maison du Cygne;83140;Provence-Alpes-Côte d'Azur;Var;110 Av. Maréchal de Lattre de Tassigny, 83140 Six-Fours-les-Plages, France;110 Av. Maréchal de Lattre de Tassigny, 83140 Six-Fours-les-Plages, France;110 Av. Maréchal de Lattre de Tassigny;;Six-Fours-les-Plages;83129;83;93.0;43.093536;5.843183;"[""http://jardincygne.ville-six-fours.fr""]";Jardin contemporain,Jardin vivrier,Jardin public;2017;Les jardins de la Maison du Cygne permettent aux visiteurs de satisfaire des centres d'intérêts aussi différents que ceux de la botanique (avec la roseraie, le verger ou encore le potager), l'apprentissage et la découverte pédagogique (potagers des enfants, hôtel à insectes et ruche pédagogique) mais aussi artistiques avec les œuvres et expositions des salles de la Maison du Cygne et celles situées dans les jardins. Dans son nouvel écrin, le jardin paysager arbore 13 zones thématiques, avec panneaux explicatifs et interactifs pour guider le public dans sa visite.;;JARD_83129_0001;MHR_93_JR0043;"[""ouvert""]";"[""de jour""]";;2020-06-08 09:25:00;2022-12-21 12:51:40;43.093536, 5.843183
Domaine régional de Chaumont-sur-Loire;41150;Centre-Val de Loire;Loir-et-Cher;14 Rue de l'Aumône, 41150 Chaumont-sur-Loire, France;14 Rue de l'Aumône, 41150 Chaumont-sur-Loire, France;14 Rue de l'Aumône;;Chaumont-sur-Loire;41045;41;24.0;47.478579;1.179382;"[""http://www.domaine-chaumont.fr"", ""https://www.instagram.com/domainedechaumontsurloire/""]";Parc paysager,Jardin contemporain,Jardin vivrier,Jardin public;2009;Situé au promontoire de la Loire : le château, son parc paysager et le festival international des jardins, haut lieu de la création contemporaine avec une trentaine de jardins exposés.;;JARD_41045_0001;MHR_24_JR0019;[];[];monument historique;2020-06-08 09:24:00;2022-07-22 10:27:50;47.478579, 1.179382
Jardin du château de la Motte;86190;Nouvelle-Aquitaine;Vienne;Le vieux château, 86190 Chalandray;Le vieux château, 86190 Chalandray, France;Le vieux château;;Chalandray;86017;86;75.0;46.66148383;-0.002574921;[];Jardin contemporain,Jardin vivrier,Jardin privé;2008;Implanté au bord de la rivière, ce jardin d'inspiration médiévale qui symbolise l'image du Paradis accompagne le château du XVe siècle pour former un ensemble élégant et cohérent. Ses allées dessinent une croix et représentent les quatre axes du monde. Au centre, se trouve une fontaine, source de vie. Les bois, les prés plantés, le vivier, le verger clos et le potager participent au charme de ce lieu harmonieux propice à la rêverie.;;JARD_86050_0001;MHR_75_JR0006;"[""ouvert""]";"[""de jour""]";;2020-06-08 09:24:00;2022-12-20 17:32:44;46.66148383, -0.002574921
Jardin botanique du Montet;54600;Grand Est;Meurthe-et-Moselle;Rue du Jardin-Botanique, 54600 Villers-lès-Nancy, France;Rue du Jardin-Botanique, 54600 Villers-lès-Nancy, France;Rue du Jardin-Botanique;;Villers-lès-Nancy;54578;54;44.0;48.66864;6.160864;"[""http://www.jardinbotaniquedenancy.eu""]";Jardin de collection,Jardin public;2004;Un alpinum, un arboretum, une roseraie, des collections systématiques, historiques, ornementales, ainsi que des serres tropicales composent le parc botanique le plus étendu de France : 12 000 espèces proposent de comprendre les menaces et les enjeux du XXIe siècle.;;JARD_54578_0001;MHR_44_JR0037;[];[];;2022-03-09 12:54:38;2022-07-22 10:27:58;48.66864, 6.160864
Jardins du château d'Opme;63540;Auvergne-Rhône-Alpes;Puy-de-Dôme;28 Rte de Chanonat, 63540 Romagnat, France;28 Rte de Chanonat, 63540 Romagnat, France;28 Rte de Chanonat;;Romagnat;63307;63;84.0;45.705925;3.092726;[];Jardin régulier,Jardin vivrier,Jardin privé;2004;Dans l'esprit du XVIIe siècle, ce double jardin en terrasses vous séduira. Le premier jardin est régulier avec un grand bassin, le second est un potager ornemental avec des fontaines et des jeux d'eau.;;JARD_63307_0001;MHR_84_JR0009;[];[];monument historique;2020-06-08 09:24:00;2022-10-06 18:39:45;45.705925, 3.092726
Jardin d'Arsac;19200;Nouvelle-Aquitaine;Corrèze;13 Arsac 19200 Saint-Fréjoux;13 Arsac, 19200 Saint-Fréjoux, France;13 Arsac;;Saint-Fréjoux;19002;19;75.0;45.541305;2.392872;"[""http://jardindarsac.canalblog.com""]";Jardin contemporain,Jardin privé;2015;"Jardin architecturé, de 7 000m2, d’une grande unité reposante. Les treize différentes scènes paysagères se situent de part et d’autre d’un parterre central bordé de buis. On les découvre au fur et à mesure de la promenade qui se termine par un étonnant jardin d’inspiration japonaise. Grâce à une création ""à la main douce"", écologique, sans aucun produit chimique, le jardin commencé il y a plus de 30 ans a conservé un caractère spécifique, celui des Hautes-Terres Corréziennes (720 m. d'altitude). Des éléments familiers prennent valeur de décoration par de délicates mises en scènes poétiques, ludiques, historiques. Jardiniers débutants ou expérimentés, ou simples promeneurs trouvent un intérêt à la visite.";;JARD_19204_0001;MHR_75_JR0055;"[""ouvert""]";"[""de jour""]";;;2022-12-20 18:25:45;45.541305, 2.392872
Jardins du château de Villandry;37510;Centre-Val de Loire;Indre-et-Loire;254 Château-Galle, 37510 Villandry, France;254 Château-Galle, 37510 Villandry, France;254 Château-Galle;;Villandry;37272;37;24.0;47.330486;0.486766;"[""http://www.chateauvillandry.com"", ""https://www.instagram.com/chateauvillandry/""]";Jardin régulier,Jardin vivrier,Jardin privé;2004;Jardins étendus sur plusieurs terrasses et inspirés des descriptions de la Renaissance, potager ornemental, jardin d'ornement, jardin d'eau, jardin des simples, labyrinthe et nouveau depuis 2008, le jardin du soleil (jardins de 6 hectares).;;JARD_37272_0001;MHR_24_JR0017;[];[];monument historique;;2022-07-22 10:27:50;47.330486, 0.486766
Jardin de la Villa Antonine;34500;Occitanie;Hérault;74 Rue Jean Valette, 34500 Béziers, France;74 Rue Jean Valette, 34500 Béziers, France;74 Rue Jean Valette;;Béziers;34032;34;76.0;43.3388315;3.2303284;"[""http://www.ville-beziers.fr""]";Jardin régulier,Jardin public;2022;La résidence d'été du sculpteur biterrois Antonin Injalbert est entourée d'un jardin délicieux et foisonnant, où les esquisses des sculptures du maître se cachent parmi les arbres, arbustes et massifs de fleurs. Promenade douce et rafraîchissante que celle qui mène les pas des flâneurs dans les jardins de la Villa Antonine.;Antonin Injalbert;;;[];[];;2022-09-15 15:50:22;2022-09-15 15:50:22;43.3388315, 3.2303284
Roseraie des terrasses de l'évêché;41000;Centre-Val de Loire;Loir-et-Cher;7 Pl. Saint-Louis, 41000 Blois, France;7 Pl. Saint-Louis, 41000 Blois, France;7 Pl. Saint-Louis;;Blois;41018;41;24.0;47.58828;1.335369;"[""http://www.blois.fr/""]";Jardin contemporain,Jardin de collection,Jardin public;2004;Située sur les terrasses de l'Evêché, la roseraie présente une collection de roses modernes et anciennes associées à des graminées.;;JARD_41018_0001;MHR_24_JR0018;[];[];"monument historique; vpah";2020-06-08 09:25:00;2022-07-22 10:27:50;47.58828, 1.335369
Jardin du Pellinec;22710;Bretagne;Côtes d'Armor;1 Rue de la Baie de Pellinec, 22710 Penvénan, France;1 Rue de la Baie de Pellinec, 22710 Penvénan, France;1 Rue de la Baie de Pellinec;;Penvénan;22166;22;53.0;48.829021;-3.292619;"[""http://le-jardin-de-pellinec.fr/""]";Jardin contemporain,Jardin de collection,Jardin privé;2012;Jardin privé créé depuis 1997 autour d’un manoir du 17e siècle, regroupant sept espaces thématiques : jardin exotique, étang aux nymphéas, jardin anglais, jardin d'iris du Japon, jardin austral, allée aux rhododendrons et prairie aux magnolias. La conception du jardin donne la priorité à la composition et à l’harmonie des couleurs, en accord avec le paysage maritime qui l’environne (4 ha).;;JARD_22166_0001;MHR_53_JR0004;[];[];;2020-06-08 09:24:00;2022-10-07 22:56:25;48.829021, -3.292619
Parc du château d'Ouge;70500;Bourgogne-Franche-Comté;Haute-Saône;1 Rue du Colombier, 70500 Ouge, France;1 Rue du Colombier, 70500 Ouge, France;1 Rue du Colombier;;Ouge;70400;70;27.0;47.79655;5.704751;[];Jardin régulier,Parc paysager,Jardin privé;2011;"Le parc entoure le château construit dans le courant du XVIe siècle. Plus de 300 arbres de haut jet, comprenant 90 espèces, et 1500 arbustes ont été plantés depuis 1980. Jardin Renaissance dans la cour d’honneur ; petit jardin à la française au sud, avec fontaine et bassin ; jardin asiatique autour du plan d’eau. Les végétaux sont étiquetés.";;JARD_70400_0001;MHR_27_JR0021;[];[];;2020-12-11 13:14:52;2022-07-22 10:28:17;47.79655, 5.704751
Jardins du château de Villaines;72210;Pays de la Loire;Sarthe;19 Rte de Sablé, 72210 Louplande, France;19 Rte de Sablé, 72210 Louplande, France;19 Rte de Sablé;;Louplande;72169;72;52.0;47.94368;0.038929;"[""http://www.chateaudevillaines.fr""]";Jardin régulier,Jardin vivrier,Jardin privé;2006;Jardin potager clos de murs, de dessin classique, s’intégrant dans une vaste composition régulière, écrin d’un château du XVIIe siècle.;;JARD_72169_0001;MHR_52_JR0014;[];[];;2020-12-11 13:16:18;2022-07-22 10:28:12;47.94368, 0.038929
Jardin des Prairiales;57100;Grand Est;Moselle;137 Rue de Lagrange, 57100 Manom, France;137 Rue de Lagrange, 57100 Manom, France;137 Rue de Lagrange;;Manom;57441;57;44.0;49.374171;6.17611;"[""http://www.chateaudelagrange.com""]";Jardin contemporain,Jardin privé;2013;"Franck Neau a réalisé, au château de la Grange, un jardin contemporain qui reprend exactement l'emprise de celui qui existait au XVIIIe siècle. Les buis mélangés aux lys, les grandes fleurs de prairies émerveillent le visiteur. La visite du jardin peut être complétée par celle du château. Le jardin des Prairiales est labellisé ""jardin remarquable"" depuis décembre 2013.";;JARD_57441_0001;MHR_44_JR0041;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:35;49.374171, 6.17611
Jardins de la chartreuse du Colombier;24510;Nouvelle-Aquitaine;Dordogne;Rte du Colombier, 24510 Paunat, France;Rte du Colombier, 24510 Paunat, France;Rte du Colombier;;Paunat;24318;24;75.0;44.884976;0.859392;[];Jardin régulier,Jardin contemporain,Jardin vivrier,Jardin privé;2015;Jardin de roses, vivaces, topiaires et pivoines, parterres de buis mêlant inspiration française et anglaise, potager à l'ancienne.;;JARD_24318_0001;MHR_75_JR0014;[];[];;2020-06-08 09:24:00;2022-07-22 10:28:17;44.884976, 0.859392
Jardin méditerranéen;34460;Occitanie;Hérault;34460 Pl. de l'Église, 34460 Roquebrun, France;34460 Pl. de l'Église, 34460 Roquebrun, France;34460 Pl. de l'Église;;Roquebrun;34232;34;76.0;43.501182;3.030228;"[""http://www.jardin-mediterraneen.fr/""]";Jardin contemporain,Jardin de collection,Jardin public;2020;"Le Jardin Méditerranéen créé en 1986 par l'association C.A.D.E. se niche sous la tour médiévale (Carolingienne) du village de Roquebrun. Le Jardin prend naissance sur des terrasses exposées plein sud, protégées de la Tramontane par les orgues dolomitiques (qui captent la chaleur la journée et la restituent la nuit), terrasses conférant à Roquebrun l'appellation de ""La Nice de l'Hérault"". Sur le site vous découvrirez la plus importante collection de plantes extraordinaires du département de l'Hérault. Succulentes, Cactées... plantes exotiques qui se développent grâce à la passion de quelques jardiniers. Un sentier botanique représente la flore locale; il est complété par une collection de mimosas et un verger méditerranéen.";;JARD_34232_0001;MHR_76_JR0038;"[""ouvert""]";"[""de jour""]";;2020-12-11 13:15:15;2022-12-21 11:48:16;43.501182, 3.030228
Jardin du peintre Van Beek;60650;Hauts-de-France;Oise;9 N31 de Rouen à Reims, 60650 Saint-Paul, France;9 N31 de Rouen à Reims, 60650 Saint-Paul, France;9 N31 de Rouen à Reims;;Saint-Paul;60591;60;32.0;49.420266;2.006732;"[""http://www.andrevanbeek.com""]";Jardin contemporain,Jardin de collection,Jardin privé;2015;Jardin aquatique avec grande collection de nénuphars (150 environs). Ponts, passerelles, cascades. Mises en scène d’imposants massifs de dahlias, hortensias et vivaces, basées sur les perspectives et les couleurs pour la peinture. Rosiers, graminées et arbres remarquables, potager.;;JARD_60591_0001;MHR_32_JR0018;[];[];;2020-06-08 09:24:00;2022-07-22 10:27:58;49.420266, 2.006732
Domaine national de Fontainebleau;77300;Île-de-France;Seine-et-Marne;Château, 77300 Fontainebleau, France;Château, 77300 Fontainebleau, France;Château;;Fontainebleau;77186;77;11.0;48.402696;2.696489;"[""http://www.chateaudefontainebleau.fr"", ""https://www.instagram.com/chateaufontainebleau/""]";Jardin régulier,Parc paysager,Jardin public;2004;Les jardins du Domaine de Fontainebleau dont la création remonte à François Ier offrent aujourd'hui un aspect très varié, illustrant l'évolution de l'art du jardin en France depuis plus de trois siècles. Le domaine s'étend sur 130 ha : jardin régulier, jardin paysager et parc forestier en sont les principaux éléments de constitution.;;JARD_77186_0001;MHR_11_JR0014;[];[];"monument historique; musee de france";2020-12-11 13:14:32;2022-07-22 10:28:54;48.402696, 2.696489
Domaine de Valombreuse;97170;Guadeloupe;Guadeloupe;7 Chem. de Valombreuse, Petit-Bourg 97170;7 Chem. de Valombreuse, 97170 Petit-Bourg, France;7 Chem. de Valombreuse;;Petit-Bourg;97118;971;1.0;16.169877;-61.631319;"[""http://www.valombreuse.com"", ""https://www.facebook.com/JardindeValombreuse/""]";Parc paysager,Jardin de collection,Jardin privé;2006;Créé en Juillet 1990, ce parc situé à 200 mètres d'altitude, tire son nom des vallons ombragés qui font le charme de cette région de Petit-Bourg. A l'origine tourné vers la production et la vente de fleurs tropicales, le domaine de Valombreuse s'est diversifié pour proposer de multiples activités de loisir : restauration, plan d'eau, rivière, cascade, centre équestre agrée, etc. Pour les enfants, des jeux gonflables, des promenades à poney...;;JARD_97118_0001;MHR_01_JR0003;[];[];;2020-06-08 09:23:00;2023-01-08 00:21:05;16.169877, -61.631319
Hortus conclusus du prieuré de Vauboin;72340;Pays de la Loire;Sarthe;Prieuré de Vauboin, le prieuré de, 72340 Beaumont-sur-Dême, France;Prieuré de Vauboin, le prieuré de, 72340 Beaumont-sur-Dême, France;Prieuré de Vauboin;;Beaumont-sur-Dême;72027;72;52.0;47.693373;0.5833;"[""https://www.jardinspaysdelaloire.fr/prieure-de-vauboin.html""]";Jardin régulier,Jardin contemporain,Jardin privé;2014;"Jardin clos, intimiste et fragile, médiéval composé uniquement de topiaires, de buis surplombé d'une buissaie centenaire. ""Désert"" de buis, propice à la méditation, entre Enfer et Paradis.";;JARD_72027_0001;MHR_52_JR0010;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:58;47.693373, 0.5833
Parc du 26° Centenaire;13009;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;345 Bd Michelet, 13009 Marseille, France;345 Bd Michelet, 13009 Marseille, France;345 Bd Michelet;;Marseille;13055;13;93.0;43.256945;5.400401;"[""http://www.mairie-marseille.fr""]";Jardin contemporain,Jardin public;2005;Quatre jardins thématiques créés en 2001 pour les 26 siècles d’histoire de la ville sur l’ancienne gare du Prado.;;JARD_13209_0002;MHR_93_JR0021;[];[];;2022-03-09 12:54:13;2022-07-22 10:28:20;43.256945, 5.400401
Jardin du château de Sassy;61570;Normandie;Orne;3 La Motte, 61570 Boischampré, France;3 La Motte, 61570 Boischampré, France;3 La Motte;;Boischampré;61375;61;28.0;48.659358;-0.00854;"[""https://www.parcsetjardins.fr/jardins/62-jardins-et-terrasses-du-chateau-de-sassy""]";Jardin régulier,Jardin privé;2004;Cet imposant château du XVIIIe siècle, construit en pierre et brique et adossé à la forêt, surplombe quatre étages de terrasses. Le Duc d'Audiffret-Pasquier, aïeul des propriétaires actuels, acheta Sassy en 1850 et fit aménager l'aile Est, pour abriter la riche bibliothèque de son grand-oncle, le chancelier Pasquier. Outre un beau mobilier, on admirera diverses tapisseries d'Aubusson et des Gobelins et, dans la chapelle, un retable flamand (classé Monument Historique), provenant de l'abbaye Saint-Bavon à Gand.;;JARD_61375_0001;MHR_28_JR0021;[];[];monument historique;;2022-07-22 10:28:43;48.659358, -0.00854
